CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13033,357,1,190.55,1,1,1,111,Lost Customer
13034,54,2,642.77,2,2,2,222,Potential Loyalist
13035,57,3,886.63,2,3,3,233,Loyal Customer
13037,138,3,881.07,2,3,3,233,Loyal Customer
13038,80,3,908.46,2,3,3,233,Loyal Customer
13040,8,2,676.99,4,2,3,423,Others
13043,253,2,471.57,1,2,2,122,Potential Loyalist
13044,291,1,560.47,1,1,2,112,Others
13045,99,1,305.28000000000003,2,1,2,212,Others
13046,30,2,629.31,3,2,2,322,Potential Loyalist
13047,31,18,3079.1,3,4,4,344,Loyal Customer
13048,14,5,1789.41,4,3,4,434,Loyal Customer
13049,64,2,656.6800000000001,2,2,3,223,Potential Loyalist
13050,9,28,5684.61,4,4,4,444,Champion
13052,212,1,348.15000000000003,1,1,2,112,Others
13055,64,4,1201.96,2,3,3,233,Loyal Customer
13058,24,3,271.40000000000003,3,3,1,331,Potential Loyalist
13059,249,1,183.4,1,1,1,111,Lost Customer
13060,253,1,307.53,1,1,2,112,Others
13061,72,1,248.61,2,1,1,211,Others
13062,191,1,346.98,1,1,2,112,Others
13064,12,4,1105.59,4,3,3,433,Loyal Customer
13065,373,1,205.86,1,1,1,111,Lost Customer
13066,24,3,430.9,3,3,2,332,Potential Loyalist
13067,82,1,115.46000000000001,2,1,1,211,Others
13068,10,2,344.0,4,2,2,422,Others
13069,0,27,3713.14,4,4,4,444,Champion
13070,192,1,228.8,1,1,1,111,Lost Customer
13072,266,1,177.15,1,1,1,111,Lost Customer
13075,129,1,919.61,2,1,3,213,Others
13077,1,4,728.02,4,3,3,433,Loyal Customer
13078,1,43,12432.28,4,4,4,444,Champion
13079,4,5,220.10000000000002,4,3,1,431,Others
13080,179,1,58.08,1,1,1,111,Lost Customer
13081,1,21,27964.48,4,4,4,444,Champion
13082,126,10,3595.48,2,4,4,244,Loyal Customer
13083,4,2,303.75,4,2,2,422,Others
13085,157,3,272.38,1,3,1,131,Potential Loyalist
13089,2,118,57322.13,4,4,4,444,Champion
13090,8,18,8689.39,4,4,4,444,Champion
13091,21,2,319.82,3,2,2,322,Potential Loyalist
13092,70,6,459.83,2,4,2,242,Potential Loyalist
13093,267,13,7741.47,1,4,4,144,Loyal Customer
13094,21,16,1708.8600000000001,3,4,4,344,Loyal Customer
13095,70,1,74.39999999999999,2,1,1,211,Others
13097,32,14,5886.12,3,4,4,344,Loyal Customer
13098,1,41,28658.88,4,4,4,444,Champion
13099,99,1,207.35999999999999,2,1,1,211,Others
13101,234,1,101.19,1,1,1,111,Lost Customer
13102,1,27,6336.29,4,4,4,444,Champion
13103,39,1,243.94,3,1,1,311,Others
13104,3,6,1098.48,4,4,3,443,Loyal Customer
13106,128,2,59.5,2,2,1,221,Potential Loyalist
13107,44,5,1524.07,3,3,3,333,Loyal Customer
13108,372,1,350.06,1,1,2,112,Others
13109,2,5,766.84,4,3,3,433,Loyal Customer
13110,31,8,1452.8700000000001,3,4,3,343,Loyal Customer
13113,0,40,10510.0,4,4,4,444,Champion
13115,8,14,2205.63,4,4,4,444,Champion
13116,117,2,485.19,2,2,2,222,Potential Loyalist
13117,21,8,984.91,3,4,3,343,Loyal Customer
13118,19,7,1125.0,3,4,3,343,Loyal Customer
13120,238,1,30.599999999999998,1,1,1,111,Lost Customer
13121,269,2,254.73,1,2,1,121,Potential Loyalist
13122,94,2,922.39,2,2,3,223,Potential Loyalist
13124,89,3,3756.33,2,3,4,234,Loyal Customer
13126,4,10,2056.29,4,4,4,444,Champion
13127,77,1,259.17,2,1,1,211,Others
13130,94,1,64.0,2,1,1,211,Others
13131,23,4,1039.3,3,3,3,333,Loyal Customer
13132,261,1,77.3,1,1,1,111,Lost Customer
13133,273,2,109.8,1,2,1,121,Potential Loyalist
13134,72,7,1740.63,2,4,4,244,Loyal Customer
13135,196,1,3096.0,1,1,4,114,At Risk
13136,50,11,2545.38,3,4,4,344,Loyal Customer
13137,10,9,3557.96,4,4,4,444,Champion
13138,22,6,962.39,3,4,3,343,Loyal Customer
13139,16,8,5055.79,4,4,4,444,Champion
13140,108,3,422.47,2,3,2,232,Potential Loyalist
13141,84,6,2385.8,2,4,4,244,Loyal Customer
13142,19,1,307.09,3,1,2,312,Others
13144,332,1,110.95,1,1,1,111,Lost Customer
13145,39,5,614.77,3,3,2,332,Potential Loyalist
13146,26,1,228.91,3,1,1,311,Others
13147,10,4,712.8000000000001,4,3,3,433,Loyal Customer
13148,29,17,3324.62,3,4,4,344,Loyal Customer
13149,14,4,1676.06,4,3,4,434,Loyal Customer
13151,203,2,1250.3700000000001,1,2,3,123,At Risk
13153,5,1,486.22,4,1,2,412,Others
13154,144,1,-611.86,1,1,1,111,Lost Customer
13155,33,4,971.76,3,3,3,333,Loyal Customer
13157,49,5,1721.57,3,3,4,334,Loyal Customer
13158,94,4,1201.06,2,3,3,233,Loyal Customer
13159,8,5,1371.25,4,3,3,433,Loyal Customer
13160,22,1,91.8,3,1,1,311,Others
13161,313,1,112.75,1,1,1,111,Lost Customer
13162,122,5,1644.99,2,3,4,234,Loyal Customer
13165,46,2,1021.48,3,2,3,323,Potential Loyalist
13166,282,2,414.7,1,2,2,122,Potential Loyalist
13167,18,4,791.33,3,3,3,333,Loyal Customer
13168,36,5,1290.54,3,3,3,333,Loyal Customer
13169,63,2,712.88,2,2,3,223,Potential Loyalist
13170,26,1,108.81,3,1,1,311,Others
13171,8,5,426.81,4,3,2,432,Others
13173,4,2,353.65,4,2,2,422,Others
13174,16,3,2742.82,4,3,4,434,Loyal Customer
13176,46,1,481.49,3,1,2,312,Others
13177,64,1,282.45,2,1,1,211,Others
13178,26,11,5725.47,3,4,4,344,Loyal Customer
13182,45,1,121.18,3,1,1,311,Others
13183,7,9,3957.78,4,4,4,444,Champion
13184,14,12,1616.45,4,4,4,444,Champion
13185,267,1,71.4,1,1,1,111,Lost Customer
13186,39,5,1539.69,3,3,3,333,Loyal Customer
13187,337,1,236.02,1,1,1,111,Lost Customer
13188,11,1,114.60000000000001,4,1,1,411,Others
13189,18,2,260.68,3,2,1,321,Potential Loyalist
13192,95,2,911.94,2,2,3,223,Potential Loyalist
13193,61,1,112.08,2,1,1,211,Others
13194,135,1,60.7,2,1,1,211,Others
13196,11,4,1797.78,4,3,4,434,Loyal Customer
13198,10,8,3384.09,4,4,4,444,Champion
13199,3,39,9803.96,4,4,4,444,Champion
13200,19,4,870.09,3,3,3,333,Loyal Customer
13203,9,4,869.46,4,3,3,433,Loyal Customer
13207,15,2,250.26000000000002,4,2,1,421,Others
13208,58,7,1199.65,2,4,3,243,Loyal Customer
13209,30,11,5820.16,3,4,4,344,Loyal Customer
13210,93,1,353.48,2,1,2,212,Others
13211,10,3,1095.42,4,3,3,433,Loyal Customer
13212,9,4,779.33,4,3,3,433,Loyal Customer
13213,56,6,1518.43,2,4,3,243,Loyal Customer
13216,267,1,333.74,1,1,2,112,Others
13217,122,5,133.62,2,3,1,231,Potential Loyalist
13218,127,1,62.63999999999999,2,1,1,211,Others
13220,78,4,819.2900000000001,2,3,3,233,Loyal Customer
13221,240,2,847.41,1,2,3,123,At Risk
13223,200,2,163.20000000000002,1,2,1,121,Potential Loyalist
13224,60,3,2150.85,2,3,4,234,Loyal Customer
13225,3,8,6083.04,4,4,4,444,Champion
13226,273,1,108.21000000000001,1,1,1,111,Lost Customer
13227,201,1,257.7,1,1,1,111,Lost Customer
13228,81,1,358.0,2,1,2,212,Others
13229,225,1,160.95,1,1,1,111,Lost Customer
13230,4,15,2712.07,4,4,4,444,Champion
13232,12,7,1328.35,4,4,3,443,Loyal Customer
13233,74,2,605.12,2,2,2,222,Potential Loyalist
13235,211,2,101.17000000000007,1,2,1,121,Potential Loyalist
13236,24,3,727.27,3,3,3,333,Loyal Customer
13238,11,5,680.83,4,3,3,433,Loyal Customer
13239,261,1,329.56,1,1,2,112,Others
13240,96,4,663.65,2,3,3,233,Loyal Customer
13242,112,3,270.40000000000003,2,3,1,231,Potential Loyalist
13243,203,1,585.12,1,1,2,112,Others
13244,92,1,121.74000000000001,2,1,1,211,Others
13245,50,1,430.5,3,1,2,312,Others
13246,18,7,1896.32,3,4,4,344,Loyal Customer
13247,17,4,501.12,3,3,2,332,Potential Loyalist
13248,124,2,465.68,2,2,2,222,Potential Loyalist
13249,92,3,711.41,2,3,3,233,Loyal Customer
13253,156,2,1030.4,1,2,3,123,At Risk
13255,3,3,390.66,4,3,2,432,Others
13256,14,1,0.0,4,1,1,411,Others
13258,11,3,672.83,4,3,3,433,Loyal Customer
13259,61,1,283.18,2,1,1,211,Others
13260,61,1,557.62,2,1,2,212,Others
13261,268,2,944.1,1,2,3,123,At Risk
13262,263,1,200.29,1,1,1,111,Lost Customer
13263,1,35,7436.93,4,4,4,444,Champion
13265,53,5,2092.66,2,3,4,234,Loyal Customer
13266,11,19,3717.67,4,4,4,444,Champion
13267,2,27,4404.44,4,4,4,444,Champion
13268,17,15,3127.7,3,4,4,344,Loyal Customer
13269,1,17,5312.97,4,4,4,444,Champion
13270,366,1,590.0,1,1,2,112,Others
13271,37,2,172.37,3,2,1,321,Potential Loyalist
13272,31,2,276.56,3,2,1,321,Potential Loyalist
13273,113,1,138.98,2,1,1,211,Others
13276,63,2,590.9300000000001,2,2,2,222,Potential Loyalist
13277,15,4,258.4,4,3,1,431,Others
13278,40,1,542.73,3,1,2,312,Others
13279,64,2,126.30000000000001,2,2,1,221,Potential Loyalist
13280,122,3,798.46,2,3,3,233,Loyal Customer
13282,18,6,1047.8400000000001,3,4,3,343,Loyal Customer
13283,59,2,93.66,2,2,1,221,Potential Loyalist
13284,322,2,196.15,1,2,1,121,Potential Loyalist
13285,23,4,2709.12,3,3,4,334,Loyal Customer
13291,155,1,361.11,1,1,2,112,Others
13292,38,2,578.9399999999999,3,2,2,322,Potential Loyalist
13294,189,2,873.74,1,2,3,123,At Risk
13295,359,2,197.95000000000002,1,2,1,121,Potential Loyalist
13296,137,1,87.4,2,1,1,211,Others
13297,7,4,2089.85,4,3,4,434,Loyal Customer
13298,1,1,360.0,4,1,2,412,Others
13299,268,1,142.5,1,1,1,111,Lost Customer
13300,164,2,365.29,1,2,2,122,Potential Loyalist
13301,103,4,618.09,2,3,2,232,Potential Loyalist
13302,155,1,63.75,1,1,1,111,Lost Customer
13304,351,1,300.42,1,1,2,112,Others
13305,4,10,2000.86,4,4,4,444,Champion
13307,120,1,15.0,2,1,1,211,Others
13308,22,4,1367.6100000000001,3,3,3,333,Loyal Customer
13309,7,5,1456.79,4,3,3,433,Loyal Customer
13310,8,6,1083.63,4,4,3,443,Loyal Customer
13311,4,2,598.57,4,2,2,422,Others
13313,22,5,1555.32,3,3,3,333,Loyal Customer
13314,1,4,593.51,4,3,2,432,Others
13316,37,5,5570.6900000000005,3,3,4,334,Loyal Customer
13317,64,9,2140.07,2,4,4,244,Loyal Customer
13318,1,3,640.76,4,3,2,432,Others
13319,5,36,10664.34,4,4,4,444,Champion
13320,70,6,1475.2,2,4,3,243,Loyal Customer
13321,72,2,567.36,2,2,2,222,Potential Loyalist
13322,17,1,199.48000000000002,3,1,1,311,Others
13323,3,5,787.85,4,3,3,433,Loyal Customer
13324,32,12,7072.8,3,4,4,344,Loyal Customer
13325,81,1,675.3,2,1,3,213,Others
13327,38,9,3617.57,3,4,4,344,Loyal Customer
13328,316,1,1308.48,1,1,3,113,At Risk
13329,31,4,740.4,3,3,3,333,Loyal Customer
13330,92,3,1140.93,2,3,3,233,Loyal Customer
13332,14,1,350.9,4,1,2,412,Others
13334,82,3,3502.32,2,3,4,234,Loyal Customer
13336,77,1,795.12,2,1,3,213,Others
13338,154,3,431.82,1,3,2,132,Potential Loyalist
13339,200,1,860.12,1,1,3,113,At Risk
13340,45,7,10736.48,3,4,4,344,Loyal Customer
13341,260,1,775.85,1,1,3,113,At Risk
13343,172,2,303.93,1,2,2,122,Potential Loyalist
13344,67,3,2511.69,2,3,4,234,Loyal Customer
13345,276,2,377.6,1,2,2,122,Potential Loyalist
13347,70,1,341.36,2,1,2,212,Others
13348,64,1,233.76,2,1,1,211,Others
13349,10,1,247.32,4,1,1,411,Others
13350,16,3,910.72,4,3,3,433,Loyal Customer
13351,66,1,373.94,2,1,2,212,Others
13352,7,2,389.28,4,2,2,422,Others
13354,71,1,743.53,2,1,3,213,Others
13355,122,1,674.7,2,1,3,213,Others
13356,80,1,768.24,2,1,3,213,Others
13357,257,1,609.4,1,1,2,112,Others
13358,268,1,439.03,1,1,2,112,Others
13359,59,2,431.26,2,2,2,222,Potential Loyalist
13362,3,5,3085.4900000000002,4,3,4,434,Loyal Customer
13363,17,2,992.5,3,2,3,323,Potential Loyalist
13364,66,2,0.0,2,2,1,221,Potential Loyalist
13365,8,3,2191.22,4,3,4,434,Loyal Customer
13366,50,1,56.160000000000004,3,1,1,311,Others
13368,256,2,623.4,1,2,2,122,Potential Loyalist
13369,354,2,263.75,1,2,1,121,Potential Loyalist
13370,366,2,721.32,1,2,3,123,At Risk
13372,89,1,378.64,2,1,2,212,Others
13373,60,3,3312.25,2,3,4,234,Loyal Customer
13375,81,2,772.9,2,2,3,223,Potential Loyalist
13376,99,3,1019.76,2,3,3,233,Loyal Customer
13379,26,3,572.56,3,3,2,332,Potential Loyalist
13381,21,7,3626.81,3,4,4,344,Loyal Customer
13382,280,1,222.99,1,1,1,111,Lost Customer
13384,30,9,4122.28,3,4,4,344,Loyal Customer
13385,329,1,534.57,1,1,2,112,Others
13388,121,3,627.15,2,3,2,232,Potential Loyalist
13389,11,3,797.96,4,3,3,433,Loyal Customer
13390,74,1,544.08,2,1,2,212,Others
13391,203,1,59.8,1,1,1,111,Lost Customer
13394,1,10,2312.8,4,4,4,444,Champion
13395,185,1,307.72,1,1,2,112,Others
13396,21,4,1325.29,3,3,3,333,Loyal Customer
13397,72,6,1539.18,2,4,3,243,Loyal Customer
13398,192,1,457.34,1,1,2,112,Others
13402,127,2,621.23,2,2,2,222,Potential Loyalist
13403,17,1,75.0,3,1,1,311,Others
13404,1,2,252.49,4,2,1,421,Others
13405,74,3,572.451,2,3,2,232,Potential Loyalist
13408,1,81,27487.41,4,4,4,444,Champion
13410,8,7,988.91,4,4,3,443,Loyal Customer
13411,107,1,213.55,2,1,1,211,Others
13414,133,3,1390.5,2,3,3,233,Loyal Customer
13416,43,2,712.5,3,2,3,323,Potential Loyalist
13417,4,2,640.83,4,2,2,422,Others
13418,11,23,5845.44,4,4,4,444,Champion
13419,63,1,221.06,2,1,1,211,Others
13420,134,4,140.35,2,3,1,231,Potential Loyalist
13421,40,3,1831.61,3,3,4,334,Loyal Customer
13422,51,2,2601.55,2,2,4,224,Potential Loyalist
13425,108,3,1624.21,2,3,4,234,Loyal Customer
13426,0,12,3550.7000000000003,4,4,4,444,Champion
13427,19,3,582.6,3,3,2,332,Potential Loyalist
13428,10,1,201.78,4,1,1,411,Others
13429,10,4,1006.8,4,3,3,433,Loyal Customer
13430,18,4,648.6899999999999,3,3,3,333,Loyal Customer
13431,67,2,1269.1,2,2,3,223,Potential Loyalist
13434,74,2,534.24,2,2,2,222,Potential Loyalist
13435,5,9,3794.4900000000002,4,4,4,444,Champion
13436,1,1,196.89,4,1,1,411,Others
13437,14,7,3408.06,4,4,4,444,Champion
13439,255,1,283.71,1,1,1,111,Lost Customer
13441,91,1,296.64,2,1,2,212,Others
13447,23,4,1104.23,3,3,3,333,Loyal Customer
13448,16,10,3460.9900000000002,4,4,4,444,Champion
13449,23,1,291.88,3,1,2,312,Others
13450,26,6,2043.7199999999998,3,4,4,344,Loyal Customer
13451,26,6,2838.56,3,4,4,344,Loyal Customer
13452,259,2,590.0,1,2,2,122,Potential Loyalist
13453,165,2,356.97999999999996,1,2,2,122,Potential Loyalist
13455,24,4,1007.35,3,3,3,333,Loyal Customer
13456,17,7,1737.8200000000002,3,4,4,344,Loyal Customer
13458,7,22,9537.92,4,4,4,444,Champion
13460,29,2,183.44,3,2,1,321,Potential Loyalist
13461,38,3,1445.0,3,3,3,333,Loyal Customer
13462,183,2,143.25,1,2,1,121,Potential Loyalist
13464,58,1,674.68,2,1,3,213,Others
13466,100,2,297.95,2,2,2,222,Potential Loyalist
13467,10,2,1071.91,4,2,3,423,Others
13468,1,41,5656.75,4,4,4,444,Champion
13470,99,2,165.0,2,2,1,221,Potential Loyalist
13471,1,4,2501.84,4,3,4,434,Loyal Customer
13473,60,3,417.54,2,3,2,232,Potential Loyalist
13474,236,1,226.84,1,1,1,111,Lost Customer
13475,191,4,1431.78,1,3,3,133,Loyal Customer
13476,178,4,1092.77,1,3,3,133,Loyal Customer
13477,37,8,1441.53,3,4,3,343,Loyal Customer
13479,198,3,291.0,1,3,1,131,Potential Loyalist
13481,45,8,1776.81,3,4,4,344,Loyal Customer
13482,232,1,184.64,1,1,1,111,Lost Customer
13483,65,1,140.34,2,1,1,211,Others
13484,241,1,313.8,1,1,2,112,Others
13485,233,1,454.24,1,1,2,112,Others
13486,78,3,1122.41,2,3,3,233,Loyal Customer
13487,57,3,575.4,2,3,2,232,Potential Loyalist
13488,17,17,8910.61,3,4,4,344,Loyal Customer
13489,105,4,449.52,2,3,2,232,Potential Loyalist
13491,51,10,1215.82,2,4,3,243,Loyal Customer
13492,136,3,1269.84,2,3,3,233,Loyal Customer
13493,275,2,618.63,1,2,2,122,Potential Loyalist
13494,311,1,316.26000000000005,1,1,2,112,Others
13495,7,6,1990.1200000000001,4,4,4,444,Champion
13496,10,3,617.93,4,3,2,432,Others
13497,282,3,321.05,1,3,2,132,Potential Loyalist
13499,17,7,1146.96,3,4,3,343,Loyal Customer
13500,23,4,1136.77,3,3,3,333,Loyal Customer
13501,242,2,1310.47,1,2,3,123,At Risk
13502,16,3,292.0,4,3,2,432,Others
13503,71,1,216.85,2,1,1,211,Others
13504,64,1,295.93,2,1,2,212,Others
13505,67,8,4282.88,2,4,4,244,Loyal Customer
13506,312,3,452.82,1,3,2,132,Potential Loyalist
13507,3,4,2479.16,4,3,4,434,Loyal Customer
13508,243,1,110.97,1,1,1,111,Lost Customer
13509,8,7,979.72,4,4,3,443,Loyal Customer
13510,1,5,1785.16,4,3,4,434,Loyal Customer
13512,260,1,251.21,1,1,1,111,Lost Customer
13513,126,1,205.1,2,1,1,211,Others
13514,73,1,152.20000000000002,2,1,1,211,Others
13515,72,4,891.12,2,3,3,233,Loyal Customer
13516,21,3,1389.41,3,3,3,333,Loyal Customer
13517,59,5,2109.07,2,3,4,234,Loyal Customer
13518,85,1,627.16,2,1,2,212,Others
13519,50,2,110.80000000000001,3,2,1,321,Potential Loyalist
13520,58,8,3487.75,2,4,4,244,Loyal Customer
13521,1,3,1071.73,4,3,3,433,Loyal Customer
13522,30,1,125.80000000000001,3,1,1,311,Others
13523,33,6,3755.38,3,4,4,344,Loyal Customer
13524,40,5,680.1800000000001,3,3,3,333,Loyal Customer
13525,14,2,628.78,4,2,2,422,Others
13527,33,8,2218.61,3,4,4,344,Loyal Customer
13529,78,2,307.76,2,2,2,222,Potential Loyalist
13531,205,2,483.8,1,2,2,122,Potential Loyalist
13532,33,1,210.31,3,1,1,311,Others
13533,182,3,269.09,1,3,1,131,Potential Loyalist
13534,2,43,5613.08,4,4,4,444,Champion
13536,1,7,3444.39,4,4,4,444,Champion
13538,43,7,1280.85,3,4,3,343,Loyal Customer
13539,85,4,605.84,2,3,2,232,Potential Loyalist
13544,39,2,276.06,3,2,1,321,Potential Loyalist
13546,12,3,621.09,4,3,2,432,Others
13548,96,2,678.16,2,2,3,223,Potential Loyalist
13549,25,8,916.12,3,4,3,343,Loyal Customer
13551,319,1,91.80000000000001,1,1,1,111,Lost Customer
13552,66,16,3539.53,2,4,4,244,Loyal Customer
13555,73,4,4098.88,2,3,4,234,Loyal Customer
13557,28,2,584.06,3,2,2,322,Potential Loyalist
13558,5,4,594.52,4,3,2,432,Others
13560,7,1,171.42000000000002,4,1,1,411,Others
13561,215,1,141.85999999999999,1,1,1,111,Lost Customer
13562,81,3,1799.33,2,3,4,234,Loyal Customer
13563,84,2,777.53,2,2,3,223,Potential Loyalist
13564,144,5,623.3900000000001,1,3,2,132,Potential Loyalist
13565,19,2,240.22,3,2,1,321,Potential Loyalist
13566,40,2,856.84,3,2,3,323,Potential Loyalist
13568,173,1,187.05,1,1,1,111,Lost Customer
13569,17,2,338.62,3,2,2,322,Potential Loyalist
13570,243,1,239.49,1,1,1,111,Lost Customer
13571,12,12,2088.94,4,4,4,444,Champion
13572,205,1,1384.25,1,1,3,113,At Risk
13573,50,2,290.25,3,2,1,321,Potential Loyalist
13575,23,5,732.0699999999999,3,3,3,333,Loyal Customer
13576,10,20,6703.3,4,4,4,444,Champion
13577,25,5,1658.3,3,3,4,334,Loyal Customer
13579,14,2,467.04,4,2,2,422,Others
13581,309,1,118.0,1,1,1,111,Lost Customer
13583,155,1,781.03,1,1,3,113,At Risk
13584,306,1,142.4,1,1,1,111,Lost Customer
13587,31,3,347.0,3,3,2,332,Potential Loyalist
13588,15,13,2445.12,4,4,4,444,Champion
13589,14,2,379.65,4,2,2,422,Others
13590,11,7,1976.12,4,4,4,444,Champion
13591,64,3,1117.13,2,3,3,233,Loyal Customer
13592,35,4,247.95999999999998,3,3,1,331,Potential Loyalist
13593,108,6,1965.0800000000002,2,4,4,244,Loyal Customer
13594,52,1,396.97,2,1,2,212,Others
13596,5,2,664.11,4,2,3,423,Others
13598,47,2,147.29,3,2,1,321,Potential Loyalist
13599,1,33,5026.85,4,4,4,444,Champion
13600,312,1,219.52,1,1,1,111,Lost Customer
13601,45,2,693.32,3,2,3,323,Potential Loyalist
13602,64,1,428.89,2,1,2,212,Others
13603,26,1,164.34,3,1,1,311,Others
13606,29,3,276.75,3,3,1,331,Potential Loyalist
13607,40,1,675.51,3,1,3,313,Others
13610,12,9,1065.88,4,4,3,443,Loyal Customer
13611,89,4,1140.8,2,3,3,233,Loyal Customer
13614,24,4,1585.46,3,3,3,333,Loyal Customer
13615,312,2,399.99,1,2,2,122,Potential Loyalist
13617,40,3,544.18,3,3,2,332,Potential Loyalist
13618,173,1,177.34,1,1,1,111,Lost Customer
13621,116,1,213.85,2,1,1,211,Others
13623,30,7,652.4,3,4,3,343,Loyal Customer
13626,252,1,257.23,1,1,1,111,Lost Customer
13627,59,7,1624.02,2,4,4,244,Loyal Customer
13629,23,11,7792.36,3,4,4,344,Loyal Customer
13630,5,11,1995.68,4,4,4,444,Champion
13631,99,12,3021.77,2,4,4,244,Loyal Customer
13632,24,6,2114.68,3,4,4,344,Loyal Customer
13634,33,5,1547.3600000000001,3,3,3,333,Loyal Customer
13635,67,1,1071.03,2,1,3,213,Others
13636,36,6,941.62,3,4,3,343,Loyal Customer
13637,52,3,804.3,2,3,3,233,Loyal Customer
13638,15,1,122.64,4,1,1,411,Others
13639,74,1,1033.34,2,1,3,213,Others
13642,215,1,312.28,1,1,2,112,Others
13643,31,3,519.44,3,3,2,332,Potential Loyalist
13644,8,5,2597.52,4,3,4,434,Loyal Customer
13645,120,1,252.1,2,1,1,211,Others
13647,9,5,1640.22,4,3,4,434,Loyal Customer
13649,256,2,346.6,1,2,2,122,Potential Loyalist
13650,16,7,1809.34,4,4,4,444,Champion
13651,35,2,94.2,3,2,1,321,Potential Loyalist
13652,45,3,1095.08,3,3,3,333,Loyal Customer
13654,43,6,2707.33,3,4,4,344,Loyal Customer
13655,114,2,932.97,2,2,3,223,Potential Loyalist
13656,164,2,379.65,1,2,2,122,Potential Loyalist
13657,10,2,382.14,4,2,2,422,Others
13658,9,7,2421.47,4,4,4,444,Champion
13659,197,3,1540.65,1,3,3,133,Loyal Customer
13662,85,7,862.58,2,4,3,243,Loyal Customer
13663,179,1,189.47,1,1,1,111,Lost Customer
13666,60,3,84.65,2,3,1,231,Potential Loyalist
13667,149,1,299.05,1,1,2,112,Others
13668,2,29,6162.31,4,4,4,444,Champion
13669,50,2,218.55,3,2,1,321,Potential Loyalist
13670,75,1,349.7,2,1,2,212,Others
13672,301,6,-71.46,1,4,1,141,Potential Loyalist
13673,18,2,387.44,3,2,2,322,Potential Loyalist
13675,151,2,486.82000000000005,1,2,2,122,Potential Loyalist
13678,151,1,232.6,1,1,1,111,Lost Customer
13680,1,5,2199.01,4,3,4,434,Loyal Customer
13681,17,4,827.83,3,3,3,333,Loyal Customer
13682,187,1,59.5,1,1,1,111,Lost Customer
13684,285,2,62.13,1,2,1,121,Potential Loyalist
13685,2,7,3119.44,4,4,4,444,Champion
13686,182,1,72.0,1,1,1,111,Lost Customer
13689,63,1,910.0,2,1,3,213,Others
13690,59,1,172.25,2,1,1,211,Others
13692,24,5,1466.8700000000001,3,3,3,333,Loyal Customer
13693,325,2,-32.0,1,2,1,121,Potential Loyalist
13694,3,60,62690.54,4,4,4,444,Champion
13695,31,15,2504.13,3,4,4,344,Loyal Customer
13697,38,1,151.29999999999998,3,1,1,311,Others
13699,155,1,308.58000000000004,1,1,2,112,Others
13700,26,10,2248.63,3,4,4,344,Loyal Customer
13703,318,1,99.5,1,1,1,111,Lost Customer
13704,5,10,2295.31,4,4,4,444,Champion
13705,7,3,711.86,4,3,3,433,Loyal Customer
13706,302,1,330.79,1,1,2,112,Others
13707,267,2,806.41,1,2,3,123,At Risk
13708,271,1,285.33,1,1,1,111,Lost Customer
13709,3,17,6228.71,4,4,4,444,Champion
13710,31,1,180.48,3,1,1,311,Others
13711,218,2,252.06,1,2,1,121,Potential Loyalist
13712,246,1,228.84,1,1,1,111,Lost Customer
13715,281,8,1051.99,1,4,3,143,Loyal Customer
13716,269,1,138.28,1,1,1,111,Lost Customer
13717,32,7,1432.26,3,4,3,343,Loyal Customer
13718,246,2,306.55,1,2,2,122,Potential Loyalist
13719,15,5,1041.68,4,3,3,433,Loyal Customer
13720,116,4,799.9,2,3,3,233,Loyal Customer
13721,36,1,524.14,3,1,2,312,Others
13722,120,4,2369.16,2,3,4,234,Loyal Customer
13723,217,1,199.85000000000002,1,1,1,111,Lost Customer
13725,49,11,1809.81,3,4,4,344,Loyal Customer
13726,38,2,1079.6599999999999,3,2,3,323,Potential Loyalist
13727,28,2,333.48,3,2,2,322,Potential Loyalist
13728,36,6,1016.14,3,4,3,343,Loyal Customer
13730,135,2,752.6,2,2,3,223,Potential Loyalist
13731,219,2,610.59,1,2,2,122,Potential Loyalist
13732,28,1,491.86,3,1,2,312,Others
13735,24,8,2764.48,3,4,4,344,Loyal Customer
13736,5,3,721.9,4,3,3,433,Loyal Customer
13737,200,1,339.59999999999997,1,1,2,112,Others
13739,18,1,216.9,3,1,1,311,Others
13740,240,1,350.75,1,1,2,112,Others
13741,71,4,666.33,2,3,3,233,Loyal Customer
13742,16,14,3079.27,4,4,4,444,Champion
13743,2,8,1340.1499999999999,4,4,3,443,Loyal Customer
13744,95,2,1080.52,2,2,3,223,Potential Loyalist
13745,151,2,291.54,1,2,1,121,Potential Loyalist
13747,373,1,79.6,1,1,1,111,Lost Customer
13748,95,5,948.25,2,3,3,233,Loyal Customer
13750,53,5,1647.26,2,3,4,234,Loyal Customer
13751,288,1,296.25,1,1,2,112,Others
13752,124,6,1175.38,2,4,3,243,Loyal Customer
13753,287,1,741.26,1,1,3,113,At Risk
